非洲锥虫病|2
毒鱼刺伤|2
创伤性肩关节前脱位|2
外伤后脑膨出|2
瑞列绦虫病|2
士的宁中毒|2
新疆出血热|2
小儿肺炎链球菌脑膜炎|2
羊膜腔感染综合征|2
高原适应不全症|2
三环类抗忧郁药中毒|2
强碱类中毒|2
颈部开放性损伤|2
距骨骨折脱位|2
小儿砷中毒|2
腹壁挫伤|2
链杆菌病|2
水合氯醛中毒|2
其他弧菌感染|2
农药中毒性肾病|2
中毒性紫癜|2
骨产道异常性难产|2
腹部大血管损伤|2
肱骨上端骨骺分离|2
流感嗜血杆菌脑膜炎|2
老年人感染性休克|2
酚类中毒|2
肺毛霉病|2
外伤性腹膜后出血或血肿|2
小儿中毒型痢疾|2
老年人心源性休克|2
可拉明中毒|2
灭虫灵中毒|2
多房棘球蚴病|2
椎体严重楔形变并伴小关节半脱位|2
免疫抑制药和抗癌药中毒性肾病|2
小儿洋地黄中毒|2
小袋纤毛虫病|2
小儿有机磷农药中毒|2
小儿潮红综合征|2
桡骨干骨折|2
胫骨远端爆裂骨折|2
驱蛔灵中毒|2
桡骨颈骨折和桡骨头骨骺分离|2
化学液体吸入|2
肉孢子虫病|2
绞架性骨折或外伤性枢椎椎弓骨折|2
急性硫化氢中毒|2
强酸类中毒|2
小儿急性中毒|2
吡唑酮类中毒|2
小儿感染性休克|2
肱骨远端全骨骺分离|2
寇热|2
输精管缺如|2
四川并殖吸虫病|2
短膜壳绦虫病|2
食物变应性和不耐受性|2
拟除虫菊类农药中毒|2
老年人病毒性肝炎|2
医源性胆管损伤|2
气管闭合性损伤|2
庚型病毒性肝炎|2
暴发性肝炎样综合征|2
细粒棘球蚴病|2
乙型肝炎抗原血症|2
外伤性硬脑膜下积液|2
钡中毒|2
弯曲菌肠炎|2
老年人糖尿病酮症酸中毒|2
烧伤休克|2
胸、腰椎爆裂骨折|2
硼酸中毒|2
闭合性脊髓损伤|2
杀虫脒中毒|2
自缢|2
巴顿骨折|2
软产道异常性难产|2
镍中毒|2
老年人心脏猝死|2
肾上腺能性荨麻疹|2
蜂螫伤|2
小肠结肠炎耶尔森菌肠炎|2
真菌性食物中毒|2
股动脉损伤|2
肺炎球菌脑膜炎|2
肺炎链球菌性肺炎|2
肠出血性大肠埃希杆菌感染|2
外伤性脾破裂|2
麻黄碱中毒|2
胸、腰椎椎体单纯性、楔形压缩骨折|2
踝部急性韧带损伤|2
曼陀罗中毒|2
足舟骨骨折|2
水俣病|2
人类疱疹病毒6，7，8型感染性疾病|2
小儿汞中毒|2
中毒性眩晕|2
乙醚中毒|2
盖氏骨折|2
鱼胆中毒|2
副溶血性弧菌食物中毒|2
舟骨骨折|2
膝外侧韧带损伤|2
花粉过敏性哮喘|2
脊柱脊髓伤|2
尺桡骨骨干双骨折|2
咖啡因与氨茶碱中毒|2
踝关节脱位|2
新生儿中毒性红斑|2
高锰酸钾中毒|2
老年人多器官功能衰竭|2
福尔马林中毒|2
胃肠型食物中毒|2
小儿心力衰竭|2
中枢神经兴奋药中毒|2
急性中毒性脑炎|2
老年人重症肌无力|2
汽油中毒|2
髌腱断裂|2
铁线虫病|2
阿片类药物中毒|2
老年低温症|2
巨大胎儿|2
维生素A中毒症|2
布氏菌病|2
颈椎骨折脱位|2
二氧化硫中毒|2
羊膜带综合征|2
硬脑膜下血肿|2
毒蕈中毒|2
产科播散性血管内凝血|2
急性失血性贫血|2
肠毛滴虫病|2
高原肺水肿|2
股四头肌肌腱断裂|2
肠侵袭性大肠埃希杆菌感染|2
铋中毒|2
不动杆菌感染|2
神经型食物中毒|2
肱骨头骨折|2
四氯化碳中毒|2
药物性心肌病|2
吸入性损伤|2
婴儿猝死综合征|2
伴齿状突骨折的寰枢椎前脱位|2
手部血管损伤|2
下尺桡关节脱位|2
中毒性休克综合征|2
胫腓骨骨干骨折|2
横位难产|2
阿片中毒|2
日本血吸虫病|2
肱动脉损伤|2
变形杆菌食物中毒|2
水杨酸类中毒|2
老年人脱水|2
鱼肝中毒|2
维生素D中毒症|2
有机氯杀虫剂中毒|2
筋膜间隔区综合征|2
职业性哮喘|2
皮肤幼虫移行症|2
脓毒性休克|2
尺骨干骨折|2
胸锁关节脱位|2
月经性哮喘|2
老年性昏迷|2
腘动脉损伤|2
苯丙胺中毒|2
异尖线虫病|2
中暑衰竭|2
龙线虫病|2
胫后神经损伤|2
桡骨头骨折|2
股骨髁上骨折|2
食物过敏性哮喘|2
损伤性休克|2
椎体爆裂骨折|2
苯海拉明中毒|2
中暑痉挛|2
小儿狂犬病|2
自发性脑室内出血|2
光气中毒|2
氯丙嗪类中毒|2
克雷白杆菌属感染|2
葡萄球菌性食物中毒|2
单纯性寰枢椎脱位|2
吩噻嗪类抗精神病药物中毒|2
肠毒性大肠埃希杆菌感染|2
颈部血管损伤|2
其他沙门菌感染|2
苍耳中毒|2
寰椎骨折|2
柯莱斯骨折|2
股骨转子下骨折|2
高原脑水肿|2
肱骨髁间骨折|2
急性髌骨脱位|2
巴贝虫病|2
呕吐物吸入|2
毒气中毒|2
重金属中毒性肾病|2
汽油、煤油中毒|2
肠道革兰阴性杆菌脑膜炎|2
杀鼠剂中毒|2
马桑果中毒|2
冻僵|2
柞蚕蛹脑病|2
类圆线虫病|2
诺卡菌病|2
奎宁中毒|2
铜绿色假单胞菌肺炎|2
外伤后颅内积气|2
强酸、强碱中毒|2
运动诱发哮喘|2
盘尾丝虫病|2
氨基甲酸酯类农药中毒|2
小儿休克|2
食管腐蚀性灼伤|2
流感嗜血杆菌感染|2
蓖麻子中毒|2
肺炎衣原体感染|2
孟氏骨折|2
休克|2
高功能自闭症|2
肩胛骨体部骨折|2
体温过低|2
夹腿综合症|2
心理感冒|2
逻辑自闭症|2
猝死|2
触电|2
桃花病|2
躁郁症|2
腓总神经损伤|2
狂病|2
二硫化碳中毒|2
烧伤|2
念珠菌病|2
产后出血|2
酒精中毒|2
咳嗽变异性哮喘|2
食物中毒|2
附红细胞体病|2
汞中毒|2
铅中毒|2
败血症|2
一氧化碳中毒|2
哮喘持续状态|2
小腿动脉损伤|2
肾上腺素中毒|2
肩锁关节脱位|2
阿司匹林诱发哮喘|2
中暑|2
肩峰骨折|2
流脑|2
脂肪栓塞综合征|2
低渗性脱水|2
肱骨大结节骨折|2
百草枯中毒|2
蝎子螫伤|2
氨气中毒|2
过敏性休克|2
农药中毒|2
髋臼骨折|2
有机磷农药中毒|2
苯中毒|2
铜绿假单胞菌感染|2
死胎|2
臂丛神经损伤|2
小儿惊厥|2
热射病|2
亚硝酸盐中毒|2
子宫破裂|2
脱水|2
毒蛇咬伤|2
猫抓病|2
安眠药中毒|2
后十字韧带损伤|2
砷中毒|2
坐骨神经损伤|2
铁中毒|2
踝关节骨折|2
头外伤|2
慢性铅中毒|2
气管支气管异物|2
昏厥|2
阿米巴痢疾|2
胫骨平台骨折|2
呼吸性碱中毒|2
弓形体病|2
氯气中毒|2
小儿食物中毒|2
老年人高血压危象|2
布病|2
失血性休克|2
白果中毒|2
骶骨骨折|2
黄曲霉素中毒|2
生豆浆中毒|2
发芽马铃薯中毒|2
下消化道出血|2
小儿中暑和暑热症|2
镉中毒|2
老年人代谢性碱中毒|2
氰化物中毒|2
尾痛症|2
高渗性脱水|2
A链球菌群感染|2
药物中毒|2
老年急性阑尾炎|2
阴沟肠杆菌感染|2
肱骨外科颈骨折|2
前十字韧带损伤|2
膝关节脱位|2
铊中毒|2
沙门氏菌属食物中毒|2
甲醇中毒|2
股骨头骨折|2
股神经损伤|2
锰中毒|2
产后虚脱|2
镇静、安定、催眠药中毒|2
副伤寒|2
尾骨骨折与脱位|2
跖骨骨折|2
木薯中毒|2
乳酸性酸中毒|2
硫化氢中毒|2
心源性哮喘|2
蜡样芽孢杆菌食物中毒|2
夜间哮喘|2
肠道病毒所致各系统感染|2
蜈蚣咬伤|2
产力异常性难产|2
对乙酰氨基酚中毒|2
骶髂关节扭伤或半脱位|2
Chance骨折|2
尘螨过敏性哮喘|2
锌中毒|2
河豚毒素中毒|2
呼吸性酸中毒|2
产科休克|2
忽略症|2
肾脏疾病伴发的精神障碍|2
围术期伴发的精神障碍|2
糖代谢异常伴发的精神障碍|2
拔毛狂|2
老年人神经症|2
神经性贪食症|2
久疟|2
意识障碍|2
产后精神病|2
神思间病|2
挛痹|2
人格解体-现实解体综合征|2
小儿暑温|2
啘|2
客忤|2
兽咬伤|2
胎赤|2
四肢不用|2
子喑|2
顽痹|2
脉溢|2
环跳疽|2
厥脱|2
急性减压性骨坏死|2
少腹如扇|2
偏沮|2
小儿脓窠疮|2
童年社会功能障碍|2
胫腓下联合前部分离|2
郁冒|2
风轮赤豆|2
厥证|2
五脏痹|2
松毛虫病骨关节病|2
惊恐症|2
温虐|2
子烦|2
发作性睡病|2
躯体形式障碍|2
人格分裂|2
露阴癖|2
嗜睡症|2
阿斯伯格综合症|2
窥阴癖|2
妄想症|2
儿童精神分裂症|2
偏执性精神病|2
致死性家族性失眠症|2
分裂情感性障碍|2
情感障碍|2
神经性厌食症|2
偏执狂|2
产后抑郁症|2
斯德哥尔摩综合症|2
抽动秽语综合征|2
抽动障碍|2
疑病症|2
记忆障碍|2
反应性精神病|2
恐惧症|2
癫痫伴发的精神障碍|2
儿童多动症|2
创伤后应激障碍|2
躁狂症|2
老年期抑郁症|2
老年期抑郁障碍|2
神经官能症|2
人格障碍|2
睡美人症候群|2
强迫症|2
广泛性焦虑障碍|2
精神障碍|2
抑郁性神经症|2
失眠症|2
老年痴呆症|2
小儿多动症|2
精神分裂症|2
焦虑症|2
自闭症|2
童年情绪障碍|2
品行障碍|2
感应性妄想性障碍|2
抑郁症|2
水、电解质紊乱伴发的精神障碍|2
脑垂体功能异常伴发的精神障碍|2
遗忘综合征|2
癌症伴发的精神障碍|2
系统性红斑狼疮所致精神病|2
适应障碍|2
脑动脉硬化伴发的精神障碍|2
甲状腺功能异常伴发的精神障碍|2
颚口线虫病|2
急性妄想发作|2
月经周期性精神病|2
毒瘾|2
儿童抽动障碍|2
酒精所致精神障碍|2
急性应激反应|2
甲状腺功能亢进伴发的精神障碍|2
甲状腺功能减退伴发的精神障碍|2
多发脑梗塞性精神障碍|2
谵妄综合征|2
肾上腺皮质功能异常伴发的精神障碍|2
癫痫性精神障碍|2
学习技能发育障碍|2
躯体疾病伴发的精神障碍|2
儿童自闭症|2
甲状旁腺功能异常伴发的精神障碍|2
癫病|2
精神活性物质所致精神障碍|2
儿童期情绪障碍|2
脑外伤伴发的精神障碍|2
脑外伤所致精神障碍|2
多发性肌炎和皮肌炎伴发的精神障碍|2
消化系统疾病伴发的精神障碍|2
纯植物神经功能衰竭|2
旅途精神病|2
颅内肿瘤伴发的精神障碍|2
高血压病伴发的精神障碍|2
发作性嗜睡强食综合征|2
躯体感染伴发的精神障碍|2
神经发育迟滞|2
染色体异常伴发的精神障碍|2
酒精伴发的精神障碍|2
肝豆状核变性伴发的精神障碍|2
手机上网综合症|2
营养代谢疾病伴发的精神障碍|2
小儿新变异型克罗伊茨费尔特-雅各布病|2
癫狂病|2
慢性硬脑膜外血肿|2
贫血伴发的精神障碍|2
呼吸系统疾病伴发的精神障碍|2
气功所致精神障碍|2
硬皮症伴发的精神障碍|2
系统性红斑狼疮伴发的精神障碍|2
其他类精神活性物质依赖|2
白血病伴发的精神障碍|2
散发性脑炎伴发的精神障碍|2
非依赖性物质伴发依赖|2
结节性液化性脂膜炎|2
哕|2
五积|2
皮肤行为症|2
水逆|2
蓐劳|2
肾疳|2
三痹|2
虫臌|2
聚星障|2
脓窠疮|2
伏暑|2
子满|2
虫证|2
掌指骨结核|2
奶麻|2
流痰|2
女劳疸|2
顿呛|2
严重联合免疫缺陷病|2
走黄|2
食瘕|2
赤丝虬脉|2
桡神经感觉支卡压|2
关格|2
赤膜下垂|2
前骨间神经卡压综合征|2
胎死不下|2
食管痹|2
痨瘵|2
心血管疾病伴发的精神障碍|2
经行尿感|2
乳泣|2
急喉风|2
痰厥|2
风秘|2
弥漫性特发性骨肥厚|2
肝厥|2
痉病|2
脉痿|2
小儿疳痢|2
伏梁|2
婴儿闷热综合症|2
垂痈|2
胰痈|2
指疔|2
节育手术并发症|2
粟疮|2
小儿乳积|2
太阳中风|2
三焦咳|2
胸长神经卡压症|2
光感型药疹|2
急黄|2
游走性结节性脂膜炎|2
天疤疮|2
五软|2
副神经损伤与卡压|2
枕颈关节损伤|2
混睛帐|2
五硬|2
假单胞菌感染|2
狐惑|2
四边孔综合征|2
短骨骨干结核|2
水臌|2
团癣|2
克罗恩病关节炎|2
偻附|2
巴尔通体病|2
息贲|2
热哮|2
乳疬|2
小儿疳渴|2
经行流涎|2
类鼻疽|2
寄生虫性关节炎|2
脏寒|2
虚疟|2
明癣|2
妊娠合并急性膀胱炎|2
胞痹|2
非淋球菌性细菌性关节炎|2
产褥中暑|2
痞气|2
肤胀|2
疫毒痢|2
癔病性昏厥|2
金疮|2
椒疮|2
瞀瘛|2
组织细胞吞噬性脂膜炎|2
煎厥|2
肺络张|2
睥翻粘睑|2
小儿头疖|2
斑痧|2
实喘|2
赤脉贯布|2
跖骨头骨软骨病|2
非霍乱弧菌感染|2
壮热|2
失荣|2
尸厥|2
回归热型结节性非化脓性脂膜炎|2
混合性厌氧菌感染|2
上干型胸廓出口综合征|2
色厥色脱|2
筋骨懈堕|2
酒胀|2
脊疳|2
花翳自陷|2
噤口痢|2
子悬|2
气瘿|2
气痢|2
瘀证|2
狼疮样综合征|2
神昏|2
中毒性坏死性表皮松解型药疹|2
赤白游风|2
肥气|2
筋瘤|2
血劳|2
髂腹股沟神经干痛|2
小儿盘肠气痛|2
湿热痢|2
夹阴伤寒|2
人工关节置换术后关节感染|2
小儿黄水疮|2
虚寒呕吐|2
猫眼疮|2
梨状肌症候群|2
肾虚|2
虚寒泄泻|2
臀上皮神经干痛|2
水渍疮|2
腓总神经卡压症|2
小儿热疮|2
血厥|2
乳发|2
房事头疼症|2
锁喉痈|2
风邪致病|2
坐骨神经盆腔出口狭窄症|2
水疥|2
膀胱咳|2
交肠|2
经行泄水|2
肠道短路关节炎皮炎综合征|2
脱疽|2
视瞻昏渺|2
痰毒|2
反复紧张性损伤症|2
妊娠恶阻|2
肺衰|2
热汗|2
暴痢|2
太阳病|2
热秘|2
聤耳|2
肉痉|2
消中|2
药物性狼疮|2
维生素Ａ缺乏症所致的角膜溃疡病|2
肥疮|2
运动员胸背与腰背痛|2
血证|2
颈丛神经卡压症|2
第一掌骨基底部骨折脱位|2
白痢|2
节段性透明性血管炎|2
息积|2
小儿疳眼|2
脾疳|2
真菌性关节炎|2
化脓性角膜炎|2
心厥|2
阴结|2
科干综合征|2
瓜藤缠|2
旋前圆肌综合征|2
囊痈|2
儿童顿咳|2
痿证|2
喉疮|2
脏躁|2
产后目病|2
赤游丹|2
锁喉毒|2
淋病性关节炎|2
肥大性骨关节病|2
丹痧|2
嗜酸性粒细胞增多-肌痛综合征|2
往来寒热|2
视网膜色素上皮炎|2
有头疽|2
脱囊|2
脊髓灰质炎后遗症|2
流注|2
心瘅|2
赤痢|2
飞扬喉|2
跗骨与周围关节结核|2
桡管综合征|2
肘关节强直与纤维性僵硬|2
办公室综合症|2
脑痨|2
赤脉传睛|2
气瘤|2
凉燥|2
非结核性分枝杆菌关节炎|2
骨与关节结核|2
经行失眠|2
子嗽|2
复发性髌骨脱位|2
鼠咬伤|2
婴幼儿舌下囊肿|2
离位皮炎|2
胎萎不长|2
慢性创伤性滑囊炎|2
中满|2
精子增多症|2
热入血室|2
肩袖间隙分裂|2
脉痹|2
重舌|2
麻疹样红斑型药疹|2
肝著|2
功能性呕吐|2
输卵管结扎术后并发症|2
虫积|2
气臌|2
口糜|2
五迟|2
子痰|2
淋证|2
休息痢|2
肛廔|2
内伤发热|2
脾水|2
圆翳内障|2
肺痿|2
颞骨和下颔骨关节异常|2
营养缺乏性神经病变|2
疰夏|2
髋关节后脱位|2
肩胛上神经卡压症|2
妊娠热病|2
膀胱气痛|2
Morton跖头痛|2
经行舌麻|2
阴痹|2
肘内翻|2
肩关节不稳定|2
特发性股骨头坏死|2
鼻疔|2
白秃疮|2
肠道感染后反应性关节炎|2
长骨骨干结核|2
色素性紫癜性苔藓样皮病|2
痰浊眩晕|2
风痹|2
尺管综合征|2
耳疮|2
胆咳|2
小儿泄泻|2
牙宣|2
慢脾风|2
股外侧皮神经卡压综合征|2
乙型肝炎病毒性关节炎|2
风轮湿热|2
产后喘促|2
黧黑斑|2
颤证|2
溃疡性结肠炎性关节炎|2
耳疖|2
姜片虫病|2
产后血虚热|2
雪盲|2
阴茎痰核|2
多发性肌炎-皮肌炎|2
心血瘀阻|2
桡骨茎突部狭窄性腱鞘炎|2
血疸|2
湿痹|2
外伤后头痛|2
中心性渗出性脉络膜视网膜炎|2
脑萎|2
复发性多软骨炎|2
症瘕|2
寒湿泄泻|2
小肠虚寒|2
溢饮|2
气疝|2
喉气囊肿|2
下消|2
脾约|2
面游风|2
耳痈|2
产后痉症|2
白膜侵睛|2
阳虚发热|2
阴缩|2
痹证|2
心咳|2
抗磷脂抗体综合征|2
伤食泄泻|2
髌骨骨软骨病|2
巴特综合征|2
股神经卡压综合征|2
小肠实热|2
气虚眩晕|2
肝咳|2
急淋|2
产后伤食|2
慢惊风|2
精瘀证|2
热毒冲心|2
髌骨不稳定|2
目劄病|2
胃纳呆滞|2
弹响肩胛|2
妇女咳嗽性遗尿|2
耳疔|2
水疝|2
吸烟中毒症|2
厥阴头痛|2
痰积|2
筋痿|2
脾劳|2
阴部神经干痛|2
癃闭|2
百合病|2
胎盘部分残留|2
跖管综合征|2
漆疮|2
棘上韧带损伤|2
寒冷性脂膜炎|2
羊胡疮|2
肺胀|2
行经泄泻|2
跟骨骨骺骨软骨病|2
毒热侵肤|2
回奶|2
项痹|2
硬肿症|2
踝关节结核|2
小儿流涎症|2
疳|2
浸淫疮|2
网状青斑和青斑性血管炎|2
郁证|2
胎漏|2
夹色伤寒|2
干血痨|2
气秘|2
喉痹|2
外耳道疖肿|2
肝热病|2
干呕|2
肘管综合征|2
心血虚|2
肺咳|2
秋燥|2
疔疮|2
色欲伤|2
过敏性眼睑皮肤炎|2
视网膜中央静脉阻塞|2
大疱性类天疱疮|2
肠郁|2
阴虚发热|2
滑膜炎、痤疮、脓疱病、骨肥厚、骨髓炎综合征|2
阴汗|2
舌咽神经痛|2
皲裂疮|2
燥邪犯肺|2
温热|2
瘰疬|2
慢性肠炎|2
五更泄|2
肾咳|2
痰火|2
产后劳伤|2
中风后遗症|2
肝火犯肺|2
多形性日光疹|2
急性蜂窝组织炎|2
暑湿|2
食滞胃脘主证|2
女子梦交|2
荨麻疹型药疹|2
细菌性咽扁桃体炎|2
混合性结缔组织病|2
白睛溢血|2
月劳病|2
小儿食积|2
未分化结缔组织病|2
时行感冒|2
宿醉|2
肾虚眩晕|2
气胀|2
风寒头痛|2
杨梅疮|2
黄体功能不全性不孕|2
热咳|2
阴挺|2
阴盛阳衰症|2
肠结|2
产后三冲|2
亚急性皮肤红斑狼疮|2
疮疡|2
原发性甲状旁腺功能亢进症|2
背痈|2
颜面部疖痈|2
寒滞肝脉证|2
血虚眩晕|2
蚂蚁叮咬|2
肝风内动证|2
慢性劳损性腰背痛|2
恶寒发热|2
血热崩漏|2
膝关节结核|2
惊风|2
剥脱性皮炎型药疹|2
虚寒咳嗽|2
胎毒|2
寒饮咳嗽|2
肠风|2
阴疮|2
痞满|2
重瞳|2
慢性劳损性颈背部筋膜纤维织炎|2
食积胃病|2
牙痈|2
落枕|2
风热犯肺|2
干酪性鼻炎|2
湿阻|2
花柳病|2
奔豚气|2
坐板疮|2
风搔痒|2
怔忡|2
蜘蛛咬伤|2
胸痹心痛|2
闭经性头痛|2
湿毒疮|2
风湿寒性关节痛|2
夏季热|2
红蝴蝶疮|2
风寒犯肺|2
胃肠积液|2
千日疮|2
血症|2
乳痈|2
苦夏|2
痰湿阻肺|2
尿精|2
血气胸|2
马牙|2
心火上炎|2
系统性血管炎|2
积聚|2
固定性药疹|2
局限性硬皮病|2
股神经干性痛|2
体质性低血压|2
急性肠炎|2
鼓胀|2
痰浊头痛|2
血瘤|2
阳强|2
产后虚羸|2
性交晕厥|2
髋关节结核|2
喘证|2
痧气|2
骨蒸|2
放线菌病|2
红斑性肢痛症|2
血清抗精子抗体阳性之不孕症|2
盆腔炎症性不孕症|2
鼻鼽|2
儿童遗粪症|2
咽结膜热|2
阳明头痛|2
视网膜中央动脉阻塞|2
肱二头肌长头腱鞘炎|2
喉喑|2
瘀血头痛|2
胎热|2
气腹痛|2
风热头痛|2
血痹|2
胆热|2
心阳虚|2
带下病|2
阴道壁脱垂|2
髋关节脱位|2
房事两感症|2
心阴虚|2
功血|2
半月板损伤|2
功能性消化不良|2
内热|2
膀胱炎|2
积滞|2
粉刺|2
类风湿性关节炎|2
缺铁性贫血|2
植物神经紊乱|2
附件炎|2
子痫|2
坐骨神经痛|2
脚气|2
荨麻疹|2
便秘|2
肩周炎|2
糖尿病|2
腰椎间盘突出|2
脱发|2
麦粒肿|2
白癜风|2
强直性脊柱炎|2
骨质疏松|2
痛经|2
神经性皮炎|2
痛风|2
扁平疣|2
哮喘|2
肺结核|2
灰指甲|2
骨质增生|2
疣|2
玫瑰糠疹|2
过敏性紫癜|2
银屑病|2
风寒感冒|2
高尿酸血症|2
奶癣|2
股癣|2
阴虚火旺|2
肾病综合征|2
脂溢性皮炎|2
腱鞘炎|2
肥胖症|2
甲沟炎|2
帕金森|2
肋间神经痛|2
